id,sex,age,age_cat,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_desc,two_year_recid,time_in_custody_in_days,time_in_jail_in_days,African-American_race,Asian_race,Caucasian_race,Hispanic_race,Native American_race,Other_race,Felony_c_charge_degree,Misdemeanor_c_charge_degree,High_score_text,Low_score_text,Medium_score_text,High_v_score_text,Low_v_score_text,Medium_v_score_text
835,1,27,25 - 45,0,0,0,5,0.259128063349782,1,0.0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
836,1,43,25 - 45,0,0,0,2,0.20220753462903243,1,4.0,4.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
837,1,46,Greater than 45,0,0,0,2,0.5364744979315855,1,1.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
838,1,44,25 - 45,0,0,0,1,0.44927117990650517,0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
840,1,27,25 - 45,0,0,0,0,-0.004310158814765197,0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
841,1,23,Less than 25,0,0,0,2,0.36687432079403715,0,1.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
842,0,50,Greater than 45,0,0,0,1,-5.906908353527779e-05,0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
843,1,42,25 - 45,0,0,0,8,0.4517112099682474,0,2.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
844,1,58,Greater than 45,0,0,0,6,0.7552738403735237,0,58.0,144.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
847,1,26,25 - 45,0,0,1,3,0.5475286066047836,0,101.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
848,0,48,Greater than 45,0,0,0,0,0.46892515692495623,0,17.0,17.0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
849,1,39,25 - 45,0,0,0,3,0.46892515692495623,1,2.0,3.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
850,1,21,Less than 25,0,2,0,3,0.4517112099682474,1,41.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
851,1,63,Greater than 45,0,0,0,1,0.11413914030702109,0,6.0,5.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
852,1,22,Less than 25,0,1,0,3,0.4517112099682474,1,8.0,7.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
853,1,50,Greater than 45,0,0,0,3,0.3827224111679078,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
855,1,38,25 - 45,0,0,0,0,0.4195070114868495,0,10.0,9.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
856,1,41,25 - 45,0,0,0,1,0.6744146848902917,0,5.0,6.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
857,1,28,25 - 45,8,0,1,16,0.5680810892587644,1,25.0,1.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
858,0,30,25 - 45,0,0,0,0,0.3827224111679078,0,1.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
859,1,23,Less than 25,0,0,0,1,0.2865881713616546,0,36.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
861,1,25,25 - 45,0,0,0,2,0.4517112099682474,1,11.0,12.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
863,1,40,25 - 45,0,0,0,5,0.4130241028402736,0,9.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
864,1,24,Less than 25,0,0,0,8,0.36687432079403715,0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
867,1,27,25 - 45,0,0,0,5,0.5703363031008013,1,64.0,64.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
869,1,44,25 - 45,0,0,0,11,0.3827224111679078,0,180.0,180.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
870,0,35,25 - 45,0,0,0,6,0.4517112099682474,1,48.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
871,1,42,25 - 45,0,0,0,0,0.3827224111679078,0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
872,1,38,25 - 45,0,0,0,15,0.5711265892651513,0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
874,1,26,25 - 45,0,0,0,4,0.36687432079403715,0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
875,0,25,25 - 45,0,0,0,0,0.5337522519132827,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
879,1,24,Less than 25,0,0,0,1,0.4517112099682474,0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
880,1,64,Greater than 45,0,0,0,1,0.16635029937917326,0,8.0,7.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
881,0,49,Greater than 45,0,0,0,2,0.26743035760683337,1,1.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
882,1,50,Greater than 45,0,0,0,5,0.5242066153601288,1,26.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
883,1,28,25 - 45,0,0,0,8,0.4517112099682474,1,31.0,30.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
884,1,66,Greater than 45,0,0,0,0,0.3827224111679078,1,1.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
886,0,46,Greater than 45,0,0,0,0,0.3827224111679078,0,1.0,1.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
887,1,30,25 - 45,0,0,1,5,0.5242066153601288,1,1.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
888,0,22,Less than 25,0,0,0,0,0.3827224111679078,0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
889,1,23,Less than 25,0,0,0,1,0.4517112099682474,0,1.0,9.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
890,1,30,25 - 45,0,0,0,0,0.3827224111679078,1,11.0,1.0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
891,1,24,Less than 25,1,0,0,10,0.4517112099682474,1,17.0,17.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
893,1,31,25 - 45,0,0,0,0,0.11413914030702109,0,1.0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
895,1,31,25 - 45,0,0,0,1,0.4517112099682474,0,1.0,0.0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
897,1,21,Less than 25,4,0,0,4,0.4517112099682474,1,118.0,117.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
898,1,28,25 - 45,0,0,0,4,0.4517112099682474,0,52.0,52.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
899,1,25,25 - 45,0,0,0,0,0.37882241544890133,0,3.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
900,0,21,Less than 25,0,0,0,0,0.47334485910805635,0,2.0,2.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
901,1,27,25 - 45,0,0,0,0,0.3827224111679078,0,1.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
904,1,20,Less than 25,0,0,0,0,0.488868470039596,1,1.0,1.0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
905,1,32,25 - 45,0,0,0,1,0.5917112870422038,0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
906,0,24,Less than 25,0,0,1,0,0.47334485910805635,0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
909,1,20,Less than 25,1,0,0,1,0.4517112099682474,0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
913,1,31,25 - 45,0,0,0,3,0.7502563973506627,1,1.0,19.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
914,1,27,25 - 45,0,0,0,3,0.3827224111679078,1,1.0,6.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
915,1,59,Greater than 45,0,0,0,17,0.46892515692495623,1,28.0,58.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
916,1,40,25 - 45,0,0,0,0,0.28505963547838464,0,1.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
917,1,22,Less than 25,0,0,0,11,0.5917112870422038,1,1.0,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
918,0,38,25 - 45,0,0,0,1,0.3837258610304179,0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
919,1,36,25 - 45,0,0,0,1,0.5248765271450961,1,59.0,39.0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
921,1,30,25 - 45,0,0,0,1,0.488868470039596,0,10.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
922,1,27,25 - 45,0,0,0,6,0.4517112099682474,1,1.0,34.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
923,1,43,25 - 45,0,0,0,1,0.3827224111679078,0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
924,0,59,Greater than 45,0,0,0,0,0.26743035760683337,0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
925,1,37,25 - 45,0,0,0,2,0.20220753462903243,0,1.0,1.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
926,1,28,25 - 45,0,0,0,5,0.3637459219753152,1,1.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
927,1,38,25 - 45,0,0,0,0,0.5917112870422038,0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
930,1,22,Less than 25,0,0,1,0,0.3901797221102322,1,41.0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
932,1,43,25 - 45,0,0,0,1,0.3643122051805198,0,41.0,41.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
934,1,25,25 - 45,0,0,0,4,0.6761289872267638,1,32.0,31.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
935,1,51,Greater than 45,0,0,0,0,0.20220753462903243,0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
937,1,30,25 - 45,0,0,0,6,0.5917112870422038,1,1842.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
943,1,29,25 - 45,0,0,0,2,0.3637459219753152,1,25.0,25.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
944,1,28,25 - 45,0,0,0,10,0.5242066153601288,0,8.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
945,1,26,25 - 45,0,0,0,6,0.488868470039596,0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
946,1,55,Greater than 45,0,0,0,9,0.4517112099682474,1,8.0,3.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
947,0,23,Less than 25,0,0,0,3,0.6250612152260047,0,53.0,5.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
948,0,22,Less than 25,0,0,0,0,0.002589325405040463,0,8.0,7.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
949,0,19,Less than 25,0,0,0,2,0.5917112870422038,1,48.0,22.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
951,1,31,25 - 45,0,0,0,1,0.3827224111679078,0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
953,1,29,25 - 45,0,0,0,0,0.20220753462903243,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
955,1,61,Greater than 45,0,0,0,15,0.7552738403735237,1,1.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
956,1,24,Less than 25,0,0,0,4,0.5917112870422038,1,3.0,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
958,1,31,25 - 45,0,0,0,0,0.3643122051805198,0,5.0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
959,1,20,Less than 25,0,1,1,4,0.4517112099682474,1,109.0,2.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
960,1,26,25 - 45,0,0,0,3,0.5075289381837297,1,0.0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
962,1,27,25 - 45,0,0,0,5,0.3827224111679078,0,1.0,1.0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
963,1,25,25 - 45,0,0,0,1,0.28505963547838464,0,1.0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
964,1,23,Less than 25,0,2,0,3,0.9911502903283467,1,9.0,9.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
965,1,38,25 - 45,0,0,0,0,0.3637459219753152,0,2.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
967,1,27,25 - 45,0,2,1,18,0.7552738403735237,1,153.0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
968,0,35,25 - 45,0,0,0,0,0.47640155224723396,1,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
969,1,22,Less than 25,0,0,0,0,0.5475286066047836,0,16.0,16.0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
971,0,58,Greater than 45,0,0,0,4,0.6967244794621273,1,2.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
973,0,57,Greater than 45,0,0,0,0,0.37882241544890133,1,2.0,1.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
975,1,21,Less than 25,0,0,1,0,0.5017581730269671,0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
977,0,22,Less than 25,0,0,0,0,0.46892515692495623,0,1.0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
978,1,30,25 - 45,0,0,0,0,0.47334485910805635,0,3.0,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
979,1,24,Less than 25,0,0,0,1,0.4517112099682474,1,34.0,37.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
983,1,22,Less than 25,0,0,0,2,0.5296779176237041,1,80.0,27.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
986,1,29,25 - 45,0,0,0,3,0.42738073604599525,1,11.0,38.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
987,1,30,25 - 45,0,0,0,8,0.5917112870422038,1,125.0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
988,0,31,25 - 45,0,0,0,10,0.5242066153601288,0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
990,0,45,Greater than 45,0,0,0,1,0.5465082316130807,0,1.0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
991,1,23,Less than 25,0,0,0,4,0.4517112099682474,0,90.0,89.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
993,1,39,25 - 45,0,0,0,2,0.7905540362731246,1,32.0,4.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
995,1,31,25 - 45,0,0,0,0,0.5917112870422038,1,3.0,1.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
996,1,22,Less than 25,0,0,0,1,0.5401373575236661,1,10.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
997,0,27,25 - 45,0,0,0,9,0.9967385463162293,1,48.0,65.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
998,1,27,25 - 45,0,0,0,13,0.4517112099682474,1,173.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
999,1,38,25 - 45,0,0,0,1,0.6710193588428736,1,2.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1000,1,31,25 - 45,0,0,0,23,0.9965127921095169,1,34.0,55.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1001,1,47,Greater than 45,0,0,0,20,0.565546852132268,0,2.0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1002,1,22,Less than 25,0,1,0,3,0.4517112099682474,0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1003,1,35,25 - 45,0,0,1,1,0.3827224111679078,1,75.0,79.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
1004,1,23,Less than 25,0,0,0,2,0.488868470039596,1,42.0,19.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
1005,1,65,Greater than 45,0,0,0,2,1.0075642124607656,1,40.0,5.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1006,1,35,25 - 45,0,0,0,0,0.25961029712366585,0,1.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1007,0,33,25 - 45,0,0,0,0,0.5475286066047836,0,160.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1008,1,53,Greater than 45,0,0,0,1,0.3827224111679078,0,1.0,1.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
1009,1,52,Greater than 45,0,0,0,0,0.5242066153601288,0,2.0,1.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1014,1,21,Less than 25,0,0,0,0,0.3283023033390631,0,14.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1015,1,37,25 - 45,0,0,0,11,0.5680810892587644,0,12.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1016,1,30,25 - 45,0,0,0,4,0.44927117990650517,1,7.0,0.0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
1017,1,33,25 - 45,0,0,0,5,0.4517112099682474,0,22.0,21.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1018,1,31,25 - 45,0,0,0,2,0.4091438327356797,0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1020,1,54,Greater than 45,0,0,0,0,0.5475286066047836,0,0.0,0.0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
1022,0,31,25 - 45,0,0,0,0,0.3827224111679078,0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1023,0,59,Greater than 45,0,0,0,2,0.46892515692495623,0,29.0,29.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1024,1,27,25 - 45,0,0,0,0,0.5917112870422038,0,1.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1025,1,36,25 - 45,0,0,0,0,0.3827224111679078,1,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1026,1,46,Greater than 45,0,0,0,17,0.4517112099682474,1,6.0,6.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1027,1,22,Less than 25,0,0,1,3,0.4517112099682474,0,323.0,323.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1030,0,28,25 - 45,0,0,0,0,0.11413914030702109,0,1.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
1031,0,34,25 - 45,0,0,1,15,0.46892515692495623,1,101.0,3.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1032,1,29,25 - 45,0,0,0,7,0.5242066153601288,1,14.0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1034,1,23,Less than 25,0,0,1,2,0.3827224111679078,1,22.0,80.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
1036,1,27,25 - 45,0,0,0,3,0.46892515692495623,0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1037,1,21,Less than 25,0,0,1,0,0.752299540285346,1,39.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1038,1,48,Greater than 45,0,0,0,3,0.46892515692495623,1,39.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1039,1,30,25 - 45,0,0,0,15,0.5832223064250028,1,20.0,20.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1041,0,32,25 - 45,0,0,0,2,0.3816785218935147,0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1043,1,31,25 - 45,0,0,0,5,0.4517112099682474,0,6.0,6.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1044,1,36,25 - 45,0,1,0,4,0.3827224111679078,0,2.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1046,1,36,25 - 45,0,0,0,1,0.3827224111679078,0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1048,1,44,25 - 45,0,0,0,14,0.5465082316130807,1,2.0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1049,1,53,Greater than 45,0,0,0,2,0.009181729151016891,0,1.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1051,1,33,25 - 45,0,0,0,3,0.3873196249534863,1,1.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1054,1,21,Less than 25,1,0,0,2,0.4517112099682474,0,294.0,293.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1055,1,33,25 - 45,0,0,0,4,0.4517112099682474,1,1653.0,339.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1056,1,47,Greater than 45,0,0,0,2,0.5917112870422038,1,1.0,2.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1057,1,57,Greater than 45,0,0,0,20,0.5917112870422038,1,21.0,33.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1058,1,28,25 - 45,0,0,0,2,0.4517112099682474,0,6.0,6.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1059,1,24,Less than 25,0,0,0,1,0.3827224111679078,0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1060,1,44,25 - 45,0,0,0,1,0.33197851065018735,0,1.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1061,1,46,Greater than 45,0,0,0,0,0.46892515692495623,0,1.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1062,1,37,25 - 45,0,0,0,6,0.4068041729268844,0,1.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1063,1,26,25 - 45,0,0,0,10,0.4517112099682474,1,1.0,5.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1065,1,27,25 - 45,0,1,0,10,0.5242066153601288,1,2.0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1066,1,40,25 - 45,0,0,0,1,0.2523775029634711,0,2.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1068,0,60,Greater than 45,0,0,0,9,0.4517112099682474,1,385.0,384.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1069,1,53,Greater than 45,0,0,0,1,0.4517112099682474,0,6.0,6.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1070,1,26,25 - 45,0,1,0,8,5.802776453289055e-05,0,5.0,40.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1072,1,28,25 - 45,0,0,0,0,0.5465082316130807,0,1.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1073,1,23,Less than 25,0,0,0,0,0.26743035760683337,0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1076,0,46,Greater than 45,0,0,0,2,0.46892515692495623,0,99.0,19.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1077,1,23,Less than 25,0,0,0,0,0.7905540362731246,1,3.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1079,1,37,25 - 45,0,0,0,5,0.5680810892587644,1,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1081,1,44,25 - 45,0,0,1,1,-0.007966761898817848,0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1082,1,50,Greater than 45,0,0,0,18,0.5242066153601288,1,0.0,248.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1084,1,45,Greater than 45,0,0,0,0,0.26743035760683337,0,2.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1086,1,22,Less than 25,0,0,0,1,0.4517112099682474,0,20.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1087,1,26,25 - 45,0,0,0,1,0.4517112099682474,1,19.0,16.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1088,1,62,Greater than 45,0,0,0,0,0.30640066232859786,0,3.0,2.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1089,1,34,25 - 45,0,0,0,0,0.11413914030702109,1,33.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
1092,1,24,Less than 25,0,0,0,1,0.5401373575236661,0,4.0,6.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1093,1,21,Less than 25,0,0,0,0,0.3827224111679078,0,1.0,1.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1094,1,25,25 - 45,0,0,0,0,0.6218164821863352,1,1.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1096,1,68,Greater than 45,0,0,0,0,0.37882241544890133,0,3.0,3.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
1097,1,41,25 - 45,0,0,0,2,0.11413914030702109,0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
1099,1,21,Less than 25,0,0,0,1,0.4517112099682474,0,1.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1101,0,37,25 - 45,0,0,0,1,0.46892515692495623,0,2.0,1.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1103,1,22,Less than 25,0,0,0,0,0.5084188990650611,0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1105,1,38,25 - 45,0,0,0,11,0.4517112099682474,1,4.0,268.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1106,1,42,25 - 45,0,0,0,1,0.4517112099682474,0,1.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1107,1,22,Less than 25,0,1,1,1,0.4517112099682474,1,15.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1109,1,45,Greater than 45,0,0,0,0,0.5475286066047836,1,27.0,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1110,0,36,25 - 45,0,0,0,4,0.4130241028402736,1,150.0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1111,1,48,Greater than 45,0,0,0,2,0.0025487812751944176,0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1118,0,45,Greater than 45,0,0,0,1,0.4517112099682474,0,8.0,8.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1119,1,23,Less than 25,0,0,1,6,0.46892515692495623,1,8.0,8.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1120,1,24,Less than 25,0,0,0,0,0.4606384673812594,0,1.0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1121,1,29,25 - 45,0,0,0,0,0.46892515692495623,0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1122,1,24,Less than 25,0,0,0,0,0.5296779176237041,0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1123,1,50,Greater than 45,0,0,0,11,0.2523775029634711,0,2.0,2.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1125,1,34,25 - 45,0,1,0,10,0.4517112099682474,1,2.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1127,1,23,Less than 25,0,0,0,0,0.46892515692495623,0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1128,0,22,Less than 25,0,0,0,0,0.09460381762370525,0,2.0,2.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1129,1,36,25 - 45,0,0,0,0,0.4068041729268844,0,7.0,7.0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
1130,1,30,25 - 45,0,0,0,22,0.5917112870422038,1,3.0,3.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1131,1,21,Less than 25,0,0,0,0,1.0073653819235846,1,0.0,1.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1132,0,53,Greater than 45,0,0,0,0,0.5917112870422038,0,4.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1135,1,24,Less than 25,0,0,0,1,0.5917112870422038,0,20.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
